SV 1,CV 1,SEN 1,BP 1,SV 2,CV 2,SEN 2,BP 2,SV 3,CV 3,SEN 3,BP 3,SV 4,CV 4,SEN 4,BP 4,SV 5,CV 5,SEN 5,BP 5,Class
0.034266063718309134,19.518587637398735,2.2022981177665972,0.016167056665060988,0.11411209130405299,23.075218295037434,1.9806299175161108,0.01307631623386625,0.1462469421845334,33.248991610524044,1.3901014033696502,0.006441273038834236,0.03901109151956116,17.35755722838136,1.777180010470472,0.010527895965386091,0.0033619755237796344,0.00043629509819929343,1.0673346415213334,0.0037973441233049125,0.0
0.07864415199379174,20.975992251964197,3.8376677555796657,0.0490923126740529,0.11010888498485696,28.900084851259436,6.1125061075754274,0.12454243638382306,0.06120558558709229,10.535010201419578,3.0673431514584495,0.03136198002933017,0.01690431712166009,0.45796749021957295,1.2477354487497814,0.005189479166889391,0.0,0.0,0.0,0.0,0.0
0.06039424660942992,8.217831196356174,4.99010168718838,0.08300371616160106,0.25649632400931976,19.03988200031249,2.94227590842325,0.028856625070959534,0.13084674246416922,234.54275906392124,1.501513574854779,0.0075151433849105975,0.003851633330636357,0.7062917354562851,1.4162019853309151,0.006685426877517419,0.0,0.0,0.0,0.0,0.0
0.03246205525077208,278.79085435439606,1.3040757085757189,0.00566871151232421,0.10386686340104295,44.37795005464108,2.5676266134970596,0.021975688087794605,0.11292758581715659,18.11472317601536,3.277221616934505,0.03580060508834271,0.01768947695648386,42.76111323093093,1.9214707007760992,0.01230683217980331,0.0,0.0,0.0,0.0,0.0
0.05121938789565272,9.19410600777428,6.223070163725725,0.1290886742088444,0.1281985661354816,30.73442682505838,6.043126897275599,0.12173127565525266,0.07958632020840097,6.2863676785313585,3.8028880400936553,0.04820652481829122,0.009604264745296428,1.6168112778755084,2.6092772014943115,0.02269442504745995,0.0,0.0,0.0,0.0,0.0
0.048402097667687126,12.471041425701195,4.550214018164288,0.06901482537032931,0.24128608782479907,22.47849632481874,2.8027084168386116,0.02618391489939332,0.13166352099517356,22.712012367901064,1.5021278305861154,0.007521293398071164,0.026364544549852816,0.7520975227663944,1.2836926411186742,0.005492889322874124,0.0,0.0,0.0,0.0,0.0
0.05421841897235874,3.9850073291399455,4.445459926201862,0.06587371318488887,0.05721883601835918,5.488544145582479,3.5461502573226023,0.04191727215836388,0.009798457893669099,0.8332194731058854,4.580731357962362,0.06994366591273238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05473530292442162,86.44851787276244,1.3385066534025958,0.005972000204010057,0.11803610411275114,131.36880415060122,2.620807412914795,0.02289543831863047,0.10913566861520113,10.896927010086541,2.7748831824079057,0.0256665889200341,0.040793154883055786,0.7715127375858131,0.5770789111810158,0.001110066899099556,0.0,0.0,0.0,0.0,0.0
0.05436549342452066,32.17033336624999,2.2722444819666676,0.017210316619426572,0.08457868569490447,52.57565199123199,2.5352513604073543,0.021424998201491144,0.12119890494172388,142.96403964693096,1.3051711894433249,0.0056782394458430125,0.05443026713087976,10.738262304561564,0.8047205133096829,0.0021585836818046648,0.006019848207488219,15.872143438731326,0.3201364253662263,0.000341624436154218,0.0
0.05531868069113668,124.36773722627082,1.981381165507318,0.013086237743423794,0.1483072749271299,98.98051989267219,2.2184552797476957,0.016405146094134754,0.0933340685773321,9.273081161747843,1.881843111156662,0.011804444983359282,0.03006668859878379,0.8728251059881995,1.3492919426887084,0.0060686291553488985,0.0,0.0,0.0,0.0,0.0
