SV 1,CV 1,SEN 1,BP 1,SV 2,CV 2,SEN 2,BP 2,SV 3,CV 3,SEN 3,BP 3,Class
0.1366690898879602,363.0759951187565,2.6208796161613095,0.022896699874699496,0.19425813340964462,214.11896320542485,1.6323486334000459,0.008881873536543326,0.2188255429106402,467.1280292219048,2.011276522963914,0.013484110839419371,0.0
0.014733627063030214,608.9490301284533,2.2350549563219855,0.016651568859264908,0.09464365733129045,83.62157304183393,2.821205904642359,0.02653067585462971,0.06039520012196875,4.238636106033671,1.7417883213892085,0.010112755188426125,0.0
0.08651020114352509,145.73982148945194,2.040810145911758,0.0138830201721879,0.23327009384024383,29.569510591771067,2.154497602043297,0.015472866390701058,0.15027007794248534,73.22765447896238,1.9309513562697287,0.01242857713426635,0.0
0.0879180560056429,76.68816885317528,2.5214218894154037,0.021191894481410484,0.274737642816376,115.83675303730489,2.565009118456217,0.021930905925878458,0.08426638487347528,6.030983218890039,3.087816961584973,0.03178204529417284,0.0
0.04151280643840507,18568.139973186047,2.138526411495761,0.015244317375549796,0.08645178909504257,13.253548482837427,4.5193002432154,0.06808024896108926,0.06766412344089662,9.939957499110333,2.2600293467515153,0.017025775493926937,0.0
0.05738903872958952,119.62676944331572,2.5996942176697404,0.022528033417951607,0.16803172332958827,72.86796266762222,2.7168673485483588,0.024604560632027282,0.06966835766230745,8.66651356097351,3.0342577791046965,0.03068906756685789,0.0
0.05176354114043398,46.005337300055295,1.449243428545618,0.007001021717275524,0.13565066608333803,26.117956154875916,2.482543664789371,0.020543410158619466,0.09708131841609542,5.924390777073541,3.565846976051536,0.04238421552205295,0.0
0.05531192641581929,3389.5889816230824,2.526700909984092,0.021280724961714802,0.16695098504675276,67.55133391389177,2.370182293736313,0.018725880351803757,0.08114985776116557,25184.81280907904,3.360211315156435,0.03763673360835112,0.0
0.04668499130135634,17.68952512211193,2.107887904598181,0.014810638061171038,0.10271142443928616,844.8278448897662,4.210978922565158,0.05910781162096009,0.06715256834002653,13.553129792197712,1.9888907857388407,0.013185621858656214,0.0
0.02026974868893643,25868.102867613154,2.498638865146797,0.02081065392807358,0.12114015169225587,214.09718739616335,2.6828816426070747,0.023992846360793452,0.18606234672114877,272.7550537505831,2.398388219802292,0.019174220176288025,0.0
0.015629963546661726,19.517401629066285,3.7081997710441765,0.04583581847324029,0.07531291550553944,21.957268681220764,2.3470536868171976,0.018362203362674,0.1337610928667179,142.1207458247913,1.6618820559679766,0.009206173226494497,0.0
0.013930404492686971,381.57049169548793,1.9920632310033233,0.013227719721051334,0.12197771424265241,407.2471972723371,2.028135116321887,0.013711106833526646,0.1948655716013994,50.01553677420583,1.9234039165759655,0.012331608754332545,0.0
0.09544498400143299,253.34710756456587,1.2578867652091794,0.005274263713628044,0.1321752732161114,57.16546423122804,2.56995204982884,0.022015511794731525,0.1607570070445787,462.2173747996996,2.3640235899957993,0.018628691780188753,0.0
0.06487155676032262,145.51439746240558,2.443307269672366,0.01989916804677945,0.11493581546517816,44.133605598395775,3.2432697912780695,0.03506266313005631,0.07127290149323702,10.743165968296582,1.5650411537923894,0.00816451271021271,0.0
0.07993929845968331,1013.4286399086592,1.9096947252107528,0.012156446478325908,0.14533442135587282,12.38842801472586,3.75462949233427,0.046990808749021,0.10983546665338097,11.702536095127382,3.056493689441439,0.031140512245317803,0.0
0.04941081030336115,29.549083027924606,2.098310281805452,0.014676353462434922,0.1436266520832496,23.398305380149694,3.7801812116737397,0.04763256664363715,0.0949353487205214,5.14397200895036,0.8982902060290852,0.002689750980825921,0.0
0.052367164262923864,78.08639892876987,2.6774471276584944,0.023895743738022397,0.14971071289667315,11.599727202486552,5.459066000770671,0.09933800533590094,0.0811394395228839,10.727622532093424,3.280678249304742,0.03587616591820409,0.0
0.014462300707088102,1579.5874591306745,1.7566699090366416,0.010286297231049343,0.19119195150760732,111.17409885934097,2.740182816661645,0.025028672895759153,0.13710325021416542,64.92190289930605,2.57950546112633,0.022179494746601868,0.0
0.04217956317282985,5.972096350145377,4.405692838271508,0.06470043128398956,0.1570703144926029,35.899232205754444,3.6623688195236936,0.04470981790073124,0.13451422295693896,46.039002853672606,0.666183382485429,0.001479334330332425,0.0
0.10400458324669036,10.830374207536822,5.400998250727152,0.09723594034785918,0.08472507010324216,656.9942432672727,5.441077809794503,0.09868442577412714,0.09744995038153094,5.1071540797000745,0.3126634960177978,0.0003258615391402383,0.0
0.059520350482023636,55637.532678194824,2.310402644491242,0.01779320126557374,0.11410038468370903,157.40288392159215,3.018613493564154,0.030373424745091953,0.13287328137997342,816.1280244284557,0.7038880276711897,0.0016515278516627922,0.0
0.022025517480784938,210.8657738224341,1.9766567305231837,0.013023906101075339,0.07868359212485389,8.223907906956745,3.0648075713020426,0.031310151497034415,0.040132686117864885,8.893912639316055,1.77994767576889,0.010560712428250244,0.0
0.15144700903964112,41.297357178159366,1.5246980797193264,0.007749014114332669,0.17338556708375066,229.09979781584295,2.1897821540250675,0.01598381960695555,0.11085353685795218,105.0640067336669,2.7079908162346777,0.024444047536037856,0.0
0.42687025842816007,960.3472345266653,1.3585869200144038,0.00615252806411408,0.1005412292218774,313.4153960415449,1.7493036287259491,0.010200210618245909,0.1889613442237513,8244.841843472226,2.151933112435161,0.015436053734649598,0.0
0.06885129251180828,1769.8475408081438,1.9421323157026695,0.012572926438988713,0.1316937198255883,35.12550399790397,2.4280348452189,0.01965117736532388,0.205742045694556,11632.535715629876,1.4173378631636266,0.006696155394524118,0.0
0.0552377923147837,752.5309252480357,3.0139893373799382,0.0302804390861332,0.25591564002474815,296.4430795572847,2.4537012316398514,0.02006883244716975,0.0946042974220737,12.090787400585741,3.0783311867467655,0.03158707631765916,0.0
0.038751012938473495,54.79233997296913,2.728643812220828,0.024818323513236713,0.17756921738003334,38.03830978914795,1.8562117757296341,0.011485073854524538,0.09359858332314347,17.611225894698713,3.367852753051567,0.03780810722079005,0.0
0.09028388572508815,35.79273987686037,2.6176177210294838,0.022839741778158628,0.2853998348693146,228.337723906129,1.6935815748383158,0.009560728502106099,0.07553456092126744,88.82504904479545,3.791064840321281,0.04790724207840072,0.0
0.049465724323509444,248.0429033173073,2.186988735913672,0.015943065770044274,0.15922994462231727,141.39975690338343,2.722943065614052,0.024714729795252167,0.1037604740250782,4838.256862026307,1.0742376239915148,0.0038466215759964516,0.0
0.02553920903210489,612.3888346702215,2.350022337184543,0.018408683284221006,0.13846967426510517,31.94286664480191,2.1810242866975567,0.015856223130548623,0.16638513567509128,23.374911670320085,2.3836565352514367,0.018939394926822947,0.0
